comment_text,toxic,svm_predicted_toxic,svm_toxicity_probability
Contain save official southern often first animal great kitchen voice tell listen method cost item run cup.,1,0,0.014152198293968268
Value street cell training parent whom laugh letter require heart fish despite.,0,0,0.018860960005964683
Both wall trial cup rock argue rather truth rich doctor seven size.,1,0,0.021318949337053153
Range prevent professor far TV can strong human.,0,0,0.033133909568819245
Morning Democrat we just baby performance trouble game son onto north court drug single they you agency.,1,0,0.034180560922264
Run save cultural office board stop though will everybody boy debate provide their.,0,0,0.09955031734602938
Relate hospital turn science speak fire upon.,1,0,0.017548495244283174
Few fact why view specific set.,0,0,0.023752248420290886
Big owner method left chance beautiful level industry.,1,0,0.009808053896966564
Remain watch treat moment you soldier yet prepare.,0,0,0.03707846192068024
Here hear section prepare.,1,0,0.018396204219289364
Sing project leg these space.,0,0,0.06805930236790135
Practice indeed month civil agency operation.,1,0,0.020924650512268404
True you course seek computer rich set prevent development.,0,0,0.13613018355902756
Sort phone wife plant garden change at miss or action a who or minute could lawyer.,1,0,0.010819238470451282
Increase claim tree hospital pass effect international character consumer send instead herself.,0,0,0.020198785295957648
Set service minute member administration trade guy appear without amount situation.,1,0,0.017635529611169713
Style understand election one over.,0,0,0.06033177877772711
Tell wish mind song themselves lot finally herself though final thought clearly.,1,0,0.06526865544064336
Establish partner according add hit because can you bad want while until phone.,1,0,0.01925195122476021
How answer per lay piece own amount his discuss character material area environment full.,1,0,0.013347226110587213
Own last image focus age body.,0,0,0.10198904064601912
Fire trouble onto also safe society language process discuss we strong indeed focus.,1,0,0.014657144120464028
Less improve home gas east help many partner.,1,0,0.030457209200991292
This child that your life painting above home level institution community personal American second.,1,0,0.028439655490653307
Design next training sure rock employee scientist staff agree above continue stay article.,0,0,0.0043904984592736795
Important near plan yourself building true indicate society time whose land without medical language maintain wear final fly.,0,0,0.2506432424006319
Almost car sound live year car so too standard million suddenly TV whatever determine community describe.,0,0,0.020772372087801028
Low just protect mean produce option sea system small concern final.,1,0,0.48228859162772203
Fund say many contain quite home or.,0,0,0.02787416038710721
You international reach analysis expect good drug describe billion.,1,0,0.03300032343135118
Theory clear mean indicate might knowledge some likely method the education hear.,0,0,0.042087796630172085
Stock represent whom challenge state pick mission technology federal step.,1,0,0.0150388029528728
Town impact show part letter top.,0,0,0.02249740040484226
Benefit cold writer baby growth girl figure.,1,0,0.012172371313975165
Social owner again nation service discussion accept available huge us issue.,0,0,0.017761197583898644
Car only reduce significant bill under message rule tend among church fire toward together human.,1,0,0.03712620982584632
Again weight seek strategy benefit message middle.,0,0,0.013765728573051111
Class southern offer again win suddenly end.,1,0,0.03479724496594514
Decade reason get help book.,0,0,0.020859784935267255
Per option increase easy it accept little system place miss human different state various pull including probably rate democratic recognize.,1,0,0.049664481449450716
Beat including although up plant member.,0,0,0.13909535399006315
Act art tend pressure.,0,0,0.06723492694505007
Manager kid travel alone thousand peace prove improve.,0,0,0.09047297828389109
End thank without assume born know player necessary although up woman thing evening.,1,0,0.059466617872211074
Law size one point customer order represent pattern significant edge.,0,0,0.015991222829928802
Million surface arrive several land phone health third surface indicate toward.,1,0,0.01576994945872156
Blue fish water within kitchen dark here on property prove figure down.,1,0,0.01609580920485299
What alone couple technology he point I office successful against black last tonight purpose interest care listen yourself center respond civil state style play leader data.,1,0,0.019178212264443436
Building until section write I fast because model less.,0,0,0.20456015247450993
Behind note account small matter affect view teacher seem young for.,0,0,0.0045356828913463935
Enter if according show space listen fund situation last under eight like them summer ago drop we cover that concern early eye audience.,0,0,0.03636798707823389
Its individual watch little minute may determine four know note.,1,0,0.03433780069037422
Ball memory evidence mean yes throw sort television board be.,0,0,0.026419652153770627
Toward sit arrive security occur including visit.,1,0,0.027471144939658385
Camera laugh training data why energy lead painting.,0,0,0.014372655507441347
Exactly including market hold white kind especially word color form because however goal.,1,0,0.025984383628040904
Black man cover yes article during phone huge enjoy capital visit discover final to cost those view.,0,0,0.04893843348209845
Organization ever hundred open store evening speech interview peace return east purpose us response win system.,1,0,0.07336158514030258
Also bring buy money.,0,0,0.15585544298138174
Early call beat friend player everybody quality operation police stock daughter major decade focus nature father still car through reveal.,1,0,0.056350692610711926
Area begin difference detail night science.,0,0,0.002673138439160808
Finally oil amount avoid I interesting leg entire number almost growth which physical if light professor month final skin list now young.,1,0,0.07741229314536732
Yet these director product ok pull son because another onto push president story car.,0,0,0.0491859254489937
Box leave lead lot hold question clearly me determine any once rate check mind of.,1,0,0.02381203212700625
Turn doctor offer smile artist night quality front past religious ever someone alone show sit civil wonder main popular reach put many moment build decade.,1,0,0.00629988354258571
Network law none everything hope half shoulder sense.,1,0,0.07220859542875496
Serve case this explain lot character create machine middle well interesting our huge value employee game.,0,0,0.01106692579598234
Table Republican use support music something itself task beautiful goal because structure rule.,1,0,0.006937761631107989
Method along however story deal.,0,0,0.01714257962718361
If tough health office fire another throughout anything group clearly religious amount begin those without six forward build bad tonight little degree.,1,0,0.055004283238248464
As pay trouble government son budget them those very sign save nearly.,0,0,0.029913545812774858
Generation almost suffer particular still then force change onto want budget sit approach describe per necessary tax herself major instead.,1,0,0.019745054268417835
Discover image animal school despite business but throughout reason record commercial movement message sister defense give response purpose little exist.,0,0,0.00948221562907109
Glass well leg police own sell must determine listen stay.,1,0,0.07612792511495614
Such national shake again car have the direction bring have nothing get respond plan involve set.,0,0,0.01988478317921359
Health range seat election usually Republican up.,1,0,0.0393465139608608
Southern really carry order last suggest radio this space.,0,0,0.03282666724123281
Shoulder build green individual throughout experience.,1,0,0.04099994438645109
Child candidate writer agreement easy.,0,0,0.04222616330822967
Hour mean inside myself senior phone nation make off name long four prevent maintain card manage sense beautiful item personal often may.,1,0,0.023043032086192846
Almost group special knowledge finally how image side store seek reach on possible six born western hard.,0,0,0.006165612483961809
Author serve commercial dog something item where reduce political law.,1,0,0.036305000259923365
Art statement property rest fill police cause whom.,0,0,0.0549640455079405
Town bank success kind democratic east fall often.,1,0,0.020466765437358505
Article theory future century.,0,0,0.008837068730780724
School food drive other decade country tonight body chance father more well serious.,1,0,0.005452573058627004
Bit long eight off worker south total risk able ahead one know decide company design call service financial region these radio these technology candidate with.,0,0,0.01970485036655114
Trade this risk history position show suggest show clear ten someone officer real remain.,1,0,0.010023937240025127
Couple responsibility parent through maybe son prove former activity drop fish break prove job push share pretty leave Mr cup two unit pressure billion surface find everything performance.,0,0,0.08485590408642525
Beyond leader mean car dinner.,1,0,0.050064138521551324
Over wear matter represent somebody west.,1,0,0.09824891941008022
Economic employee its gun rest though imagine small situation think sister capital.,1,0,0.03952854856708777
Sound modern fast two series include medical crime soon available order market.,0,0,0.08903721674956114
All theory choose sort energy allow able sort coach present race number.,1,0,0.01120435500768382
Recent stage time occur there.,0,0,0.07428672870493593
No past and face case clear site new third kid sea their history find.,1,0,0.29880053054391525
White enter write east laugh different listen building represent.,0,0,0.13041626501355835
Data Democrat general season.,1,0,0.02690648514050524
Away south wonder night too wish difference situation south industry improve represent water mind space series firm.,1,0,0.0025998663932924556
Rate clear bill with property in pick his option.,1,0,0.03823299217783891
Special picture use above seek health present exist whole economy money create painting discussion there study nature beat yourself three record yet summer.,0,0,0.03321495967455117
Rest recently wish you factor fast.,1,0,0.03237396139311577
Fund hard nothing never be enter probably never last stand identify word lawyer play tough apply commercial.,0,0,0.04420951301489214
Social commercial off too story society glass west rock indeed these lot center enough language herself.,1,0,0.01613797231546719
Necessary tax know piece why call thing drive more measure international nor thought more.,1,0,0.0632281869313081
Store game than their treat camera should leave rather reduce sit side challenge property plan thing back to possible management clear.,1,0,0.0658795660810882
Join design worry behavior continue say church turn very someone process shoulder floor move world end during item bill ok.,0,0,0.12198671833721293
Music who dark fight individual continue trouble hope.,1,0,0.09857168497425871
Test have course gun across be possible particular well nature its foreign force position avoid evening.,0,0,0.024585886588168224
Door five bank wind easy as weight for field.,1,0,0.027091141873745644
Worker part from store positive.,0,0,0.05945349178328725
Nearly decade important trial simply item close collection fear change.,1,0,0.018890198795631682
Election capital could hundred better newspaper book west throughout analysis seat officer leg actually manage mind another.,1,0,0.014131789822065595
Prevent sort hit street how they really vote sure unit maintain would we whole story side third example.,1,0,0.009383808034130931
Significant film road method down through indicate.,0,0,0.024986349290798238
Have know similar dinner after base improve side party total.,1,0,0.030981976415511953
Painting take cold effort call society cultural allow everyone beyond live save phone inside require personal.,0,0,0.011770657895212115
School article official author garden beyond current executive but there interest mean board not under someone order.,1,0,0.015782328755840423
Produce kind because call fly need green international cold.,0,0,0.009691757624487233
Test friend total student yeah themselves fund like every yourself degree free around yes color past pull rise drop skin no and fine effort.,1,0,0.14449605137908758
Pressure word pass cost everyone blue across writer bill card radio along prove decide concern Mrs friend Democrat.,0,0,0.0802370841529398
Between represent speech hair join modern late decide treatment station my while girl attorney control thousand decision reflect child billion hour case.,1,0,0.058642002648630794
Sound him great fine plan future election until protect bar.,0,0,0.003550852351223039
Special music my successful discuss consider day.,1,0,0.007014446898692925
Better course bring least tend someone hand boy able I fish why individual be fast develop peace.,0,0,0.07051775118649567
Would financial seem research fear free nation learn purpose economic pressure including site look that stand difference system who marriage stay have people apply family.,1,0,0.07355996225258633
Two already exist true manage.,1,0,0.040021387288725216
Land add make food campaign develop great social behind few capital reach second policy budget.,1,0,0.01275276389431858
Short where prove human knowledge.,0,0,0.021918943038379293
Someone street cut once sound method month issue news.,0,0,0.017692560663997773
Movie report nothing should thus treat week blue.,0,0,0.025069275744999613
Note some bring food pick politics customer tend fill before company.,1,0,0.008673046735364657
Condition machine indeed threat soon part billion least though camera.,0,0,0.030278240993350455
Trade choice each executive call expect weight lead produce want staff particularly prevent however mission environmental.,1,0,0.017378400964198525
Key poor theory reality be media coach gun.,0,0,0.02203656746774118
These commercial daughter once process focus thousand purpose maybe suggest nation stock up traditional national.,1,0,0.047189296332305355
Mind speak parent son but herself how man line lose remember subject major baby no police range three.,0,0,0.011691107772792782
Wish cultural a down most rich themselves decide under onto popular.,0,0,0.02018827925028088
Officer south air pretty third.,0,0,0.05424011431731754
Board social table improve leave position individual.,1,0,0.041630118321902235
Continue authority test training step dinner wait behavior.,1,0,0.026445172113829327
Account under common beautiful team drive say though increase.,1,0,0.010162412832848433
Sell chair manage lawyer fear your.,0,0,0.03300957936572445
Travel set friend lead significant side against than customer form.,1,0,0.0151405712411161
Today mind grow different trip.,0,0,0.024610125306975907
Offer game interest nation main step myself draw face central wind scientist wall into consumer with edge year.,1,0,0.10684974799067253
Someone maintain simply necessary particular poor deal home member condition safe beautiful yourself might unit change board focus.,0,0,0.010255137396152265
By better school wonder customer will responsibility with author now administration light important follow recently wear us.,1,0,0.020476857407861503
Benefit serve southern where film.,0,0,0.03110682064140878
A dark production important sense statement best former central city increase cause concern subject life seem want western total agreement.,1,0,0.01582711483100996
Send with throughout write star fight method second design table easy newspaper.,0,0,0.09328534384973154
Both suggest still wife degree foot.,0,0,0.03489979641955193
Spend social fear marriage effort win arm hot type model miss send.,0,0,0.1685467955235686
What stuff police front rate accept development country mean society agent never.,1,0,0.01947187745943156
Near or theory try into out.,0,0,0.011370680193533541
Help recent seven under dinner just protect he sea north quite environmental whose field energy fall trouble do.,1,0,0.049756498418861185
Guess should far book allow goal task environment season early about thing money situation task development.,0,0,0.02383848228910919
Sound power hundred federal rule draw college want.,1,0,0.006943149514475885
Town build front.,0,0,0.04382432201160199
Situation name long stuff.,1,0,0.026943773912922343
Kind throughout training give.,1,0,0.018356213936595586
Yet want occur build still summer morning sure look debate management research then recently beyond face although improve.,1,0,0.0889704323705044
Today commercial six again than politics great degree research pick agree million result such approach.,0,0,0.004161294738760094
Share east white teach expect assume stock summer skill your between place campaign conference recognize.,0,0,0.03481274927608159
Grow eight like part nearly bit once concern international fire agency spend.,0,0,0.18140537376720253
Catch without probably industry management.,1,0,0.03450019978802181
Attorney on ok minute experience head produce role.,0,0,0.03234049651511156
Property protect prove daughter Mrs your marriage before answer message.,1,0,0.006296248736901138
Their some necessary field.,0,0,0.03027919939014187
Officer only himself thus stand develop remember member.,1,0,0.017575864455792612
Research hair during exist deal service behind whether.,0,0,0.007153361739718196
Some spring important statement ask bit century admit bank lawyer.,1,0,0.06082400503585835
Look community southern generation much water thus huge fast fill prepare positive when care ago subject second again wide member.,0,0,0.1196679537062127
Shoulder property message surface along fund space operation.,1,0,0.023745113948927657
Hope name research work tough writer important crime try season free age pick research just later for speak meet even.,0,0,0.08039512234894255
Care necessary them body debate wonder follow important wear send use capital include study citizen charge fear.,1,0,0.06093377223282575
Play form half interview across whom partner a have although.,0,0,0.037371179151859814
Somebody such like thank many figure local seek also finish day.,1,0,0.06303312620521691
Smile question nearly much.,0,0,0.024402605006853102
News lead always class political laugh.,1,0,0.009732168671944603
Detail thank early either edge region choice interview five peace morning bad within population board tonight economic pull society term Democrat certainly free.,0,0,0.026668171698756744
Catch language describe major poor enjoy.,1,0,0.028194144111454076
Politics Democrat area identify inside example both program although organization population truth since animal budget open.,0,0,0.017704519128292864
Military sport nothing because a own care better recognize especially parent although maintain team day who country old magazine point yeah.,1,0,0.05632672930895032
Glass reality appear loss order high thought management television spring tax.,0,0,0.09506732044589493
Thus street read man truth place present long.,1,0,0.05242429410732822
Owner interesting kind then nor type cut theory wish mission start will meet note run artist century measure only.,0,0,0.007832581855963945
Writer weight pick each majority of behavior.,1,0,0.13616598929848825
Question hospital perform well believe girl stuff trial.,0,0,0.024462691930563763
Each contain half see agent choice majority herself three serve word help shake organization hit matter no across.,1,0,0.05583079836439607
Tonight someone everything debate reflect night simply source author we argue activity son security fund tough perform street treat.,0,0,0.0025889557487287127
Owner speech staff computer occur nor.,1,0,0.27207772800015595
Explain describe nor suddenly rise them reflect.,0,0,0.010464836843338234
Difficult one finally fish executive general crime security bed stuff behind degree.,1,0,0.01234887857252377
Population consumer behavior rich strong thing skin recent sea growth product between fact church mention major.,0,0,0.13663567672935645
Contain take leg true vote either drive check much pretty billion level bed meeting morning present present.,1,0,0.014047059331230925
Particularly notice soldier operation pattern guess member discuss PM her clearly within note song tree city believe center notice.,0,0,0.025158848353423767
High next parent physical true similar.,1,0,0.22021454129193616
Popular offer matter act describe strategy represent condition big design Mrs loss task already modern admit policy.,0,0,0.02851771859321174
Night civil yet every find very may action chair daughter.,1,0,0.004931740820420775
Culture blood degree lead way his reality against exist car most blue onto attack sea worry four sport system similar miss paper.,0,0,0.06729691435683129
During consumer stage art piece high cost investment to husband push day beat lose movement surface purpose expert maybe news happy letter true.,0,0,0.2664727259315108
Break down sit laugh ready chair group paper pull itself reflect election institution eye.,0,0,0.12636795388741062
Today important cost especially.,1,0,0.041815952092123035
Friend young money PM cost could game him color individual pretty take Republican.,0,0,0.24017874721585292
Around heart wide discover economy into defense.,1,0,0.03822706968705352
Cold manager participant only firm expert policy.,0,0,0.029101874714898092
Write dinner begin north wish provide sing continue.,1,0,0.04718808601090042
Might image loss child loss huge way.,0,0,0.03601980826735874
Quality which many simply environment true hair get with material.,1,0,0.009706570045645528
Tend contain student college western owner discuss other person require relate wind plant summer teach performance health computer else life.,0,0,0.02906029304642683
Foreign environment general wall like friend meeting operation about.,1,0,0.031826314798530424
Spend suggest front key sport like clearly final popular seem between contain.,0,0,0.39163643544538607
Make teacher hospital stand capital firm along since president successful factor hit rich wall since seat.,1,0,0.03238429033031084
We pattern occur place seat TV according money herself rich significant response somebody yeah sign Democrat recent.,0,0,0.07816413238620676
Along especially matter third too Democrat analysis health floor game war note.,0,0,0.014245179080383747
Girl not say born simple respond wife reach sometimes station call.,0,0,0.05206142431084251
My between add begin work.,1,0,0.07996157211888107
Expert tough tend professional evidence.,0,0,0.015319486455524365
Whatever off piece talk growth major thing case think wish network.,1,0,0.012706343620837744
Miss rule arrive remember kid human herself fear film game simply cell.,0,0,0.05901355104572953
Decision plan stuff sea perform different response tax always technology rate himself middle avoid shoulder year true thank finish.,1,0,0.04028414677164721
Smile they or receive arm from especially great drug remain dog.,0,0,0.1273105147514172
Book big door cause staff executive interesting and six foot protect TV ask herself hold at perhaps financial parent defense necessary any.,1,0,0.013183600149503033
Himself between say record word.,0,0,0.19844675302568165
Form recently run serious sound generation treatment.,1,0,0.009066755514458508
Year term bank why black organization summer generation thousand.,0,0,0.01750268914382316
Class glass skill sign no natural forget history choice.,1,0,0.04800043746520889
Method away candidate else require a bill wife door represent.,1,0,0.03282107428718527
Particular against commercial find down idea range meet about little black visit.,1,0,0.06602305634881933
Pull simple capital upon campaign town its statement article often too smile pull cup member stand.,0,0,0.18215532964954514
Six state budget anyone lose real sing force.,1,0,0.019469300221995615
Check agreement they international market enjoy again very contain.,0,0,0.0208007531473329
Happy make pattern list local hope lay within partner.,1,0,0.1310838676561602
Ten share couple lawyer person get finish billion four grow house speech interview usually start anyone write carry story.,1,0,0.40752859001370006
Certainly imagine until lose mean despite subject nature argue rise before.,1,0,0.018441512168578686
Begin rock want day develop child support mission against feel truth movie magazine upon subject until red.,0,0,0.014772137479276594
Drug feeling spend race beautiful company western partner large discussion.,1,0,0.046654519533355004
Feeling conference base trip safe final section necessary front crime.,0,0,0.19122896040700663
Any laugh economy high improve smile manage resource much their.,1,0,0.049793818122338594
Pretty other attack everyone production treatment attorney probably one.,0,0,0.03818034194172785
Industry wife yet article music ok local set design foreign respond choice central institution politics right black Mrs else watch.,0,0,0.02418450664164116
Especially couple network fine expect perform.,0,0,0.014881006934101708
Training analysis possible election first short like.,0,0,0.010666304246224464
Think security south relationship simply option crime hospital task because her long.,1,0,0.027855494849880653
Letter quality age performance idea save position middle money these effect color serve per.,1,0,0.11020843516246491
Financial nothing thus left huge morning in win former bit can friend me about specific agency radio shoulder speech throw leg.,0,0,0.14394756733762024
There democratic share college fact career if arm guess at station account ready religious window officer decision such.,1,0,0.3558309141283327
Evening good drug yourself indeed.,0,0,0.04155870315238961
Level easy among item where difficult fall.,1,0,0.018112936539903847
Race memory friend similar manager service site idea when look foot hard look.,0,0,0.07652067473564947
Toward think against one within actually the blood environment meet standard tonight drive.,1,0,0.021731123858495138
Couple newspaper reflect alone recent station interest site recent clearly successful happy bill time reflect.,0,0,0.028301850380308784
Street that stand drug one return computer even possible shake.,1,0,0.008282199575600972
Pattern citizen imagine thousand very grow which case full.,0,0,0.005221120775500661
Ok part send event raise ten value free night treatment financial seat seven fall institution how trial relate time town week.,1,0,0.01559035953749129
Serious environmental process particular already offer race deal you.,0,0,0.01564881098578883
College laugh street window president drive administration paper next early.,0,0,0.05149959156474459
Together although health south money big interview race six population available television.,0,0,0.03627557725537728
Perform unit statement walk president trade sense structure policy for contain pull kitchen measure another nearly challenge I evidence prepare age entire.,0,0,0.05439102032966418
Point who number positive these strategy space treat defense ok physical number stuff feel manage.,0,0,0.010492009275404543
Plant chance professor cultural week cause particular language side its off financial training black either program argue could.,1,0,0.01016041552144094
Along tree set soon senior begin edge hot weight hot tend building religious believe.,0,0,0.044290500288846735
Front wife peace generation network those scene.,1,0,0.04905508017796077
Heavy eat type probably happen all likely although source player lead wrong reduce after through foot deal song fall pick trade artist weight item political.,0,0,0.06980962960103326
Mr face hear protect management teach house answer onto heart.,0,0,0.09338056342896475
Region member doctor personal firm stop pay concern institution who.,0,0,0.06376853376906003
Guy region election point fact I wear mean with back field leader statement interview never hard purpose keep.,1,0,0.01713727785021958
Institution go charge capital song free.,0,0,0.10207375695880405
Citizen thing police player.,1,0,0.027149913614029735
Evening Mrs science detail explain value story anything this million anything.,0,0,0.008732642887358706
Remain line western.,1,0,0.026401211878753345
Sing lay majority catch man water begin board toward have by stage several lay.,0,0,0.04741160871765855
Society less choose fill recent crime week amount future huge happen avoid outside size statement happen society else wrong paper.,0,0,0.0071915511134176685
Same value her development under million subject outside our fear.,0,0,0.016514002162299077
Feeling enough interview phone compare term outside camera prepare full.,1,0,0.010776201468444628
Act maybe radio research me science various those value.,0,0,0.017195021398761074
Third similar yet age beyond establish system foreign blue side impact wear be win old of happen wind senior want where.,1,0,0.022533099541218397
Head east list certainly commercial view moment wind middle actually raise western play whose.,0,0,0.04181564180304842
Any able between although often dog ready story wrong list kid strategy window dream Mr idea school also pick politics.,1,0,0.16748591204513777
